,Fund1,Fund2,DTW_distance
1689,Fidelity Advisor® Growth Opps Fd,JNL/BlackRock Large Cap Select Growth Fd,657.4291192973061
1690,Fidelity Advisor® Growth Opps Fd,JNL/T. Rowe Price Established Growth Fd,656.2304607949213
1691,Fidelity Advisor® Growth Opps Fd,Jackson Square Large Cap Growth Fd,930.870936113095
1692,Fidelity Advisor® Growth Opps Fd,Janus Henderson Forty Fund,642.6469302562462
1693,Fidelity Advisor® Growth Opps Fd,Janus Henderson Research Fund,745.0703147605044
1694,Fidelity Advisor® Growth Opps Fd,John Hancock Funds III U.S. Growth Fd,967.9834761213623
1695,Fidelity Advisor® Growth Opps Fd,Loomis Sayles Growth Fund,683.0425626517479
1696,Fidelity Advisor® Growth Opps Fd,Lord Abbett Growth Leaders Fund,604.9136815421463
1697,Fidelity Advisor® Growth Opps Fd,MFS Massachusetts Investors Gr Stk Fund,850.7514658953178
1698,Fidelity Advisor® Growth Opps Fd,MainStay WMC Growth Fd,807.5921216912991
1699,Fidelity Advisor® Growth Opps Fd,Morgan Stanley Insight Fund,978.8586026961234
1700,Fidelity Advisor® Growth Opps Fd,Neuberger Berman Large Cap Growth Fund,778.6183938678632
1701,Fidelity Advisor® Growth Opps Fd,Nuveen Winslow Large-Cap Growth ESG Fund,663.076694912845
1702,Fidelity Advisor® Growth Opps Fd,Optimum Large Cap Growth Fund,807.9781656566809
1703,Fidelity Advisor® Growth Opps Fd,PACE Large Co Growth Equity Invmt,917.102933321809
1704,Fidelity Advisor® Growth Opps Fd,PGIM Jennison Blend Fund,909.8657941276484
1705,Fidelity Advisor® Growth Opps Fd,PGIM Jennison Growth Fund,717.5282556577156
1706,Fidelity Advisor® Growth Opps Fd,Pioneer Disciplined Growth Fund,707.6338181352107
1707,Fidelity Advisor® Growth Opps Fd,Pioneer Fundamental Growth Fund,996.8978140618757
1708,Fidelity Advisor® Growth Opps Fd,Polen Growth Fund,764.8343284073746
1709,Fidelity Advisor® Growth Opps Fd,PrimeCap Odyssey Growth Fund,721.0367114579724
1710,Fidelity Advisor® Growth Opps Fd,Principal LargeCap Growth Fund I,750.831258332843
1711,Fidelity Advisor® Growth Opps Fd,Putnam Large Cap Growth Fund,684.7002184208859
1712,Fidelity Advisor® Growth Opps Fd,Putnam Sustainable Leaders Fund,801.7863262885993
1713,Fidelity Advisor® Growth Opps Fd,SEI Large Cap Growth (SIMT) Fund,938.789380515451
1714,Fidelity Advisor® Growth Opps Fd,Schwab Select Large Cap Growth Fund,738.0755444546803
1715,Fidelity Advisor® Growth Opps Fd,T. Rowe Price Instl Large Cap Core Gr Fd,785.3122828229046
1716,Fidelity Advisor® Growth Opps Fd,TCW Select Equities Fund,830.0826305201964
1717,Fidelity Advisor® Growth Opps Fd,TIAA-CREF Large-Cap Growth Fund,885.4313185570761
1718,Fidelity Advisor® Growth Opps Fd,Thrivent Large Cap Growth Fund,731.5190830400277
1719,Fidelity Advisor® Growth Opps Fd,Transamerica Capital Growth Fund,933.890374795008
1720,Fidelity Advisor® Growth Opps Fd,Transamerica US Growth,783.9651512453179
1721,Fidelity Advisor® Growth Opps Fd,VALIC Company I Growth Fund,790.2449707613052
1722,Fidelity Advisor® Growth Opps Fd,VY® T. Rowe Price Growth Equity Port,762.5618857837148
1723,Fidelity Advisor® Growth Opps Fd,Vanguard US Growth Portfolio,795.2513860616094
1724,Fidelity Advisor® Growth Opps Fd,Victory Aggressive Growth,769.0193845766365
1725,Fidelity Advisor® Growth Opps Fd,Victory Growth,884.4884920310504
1726,Fidelity Advisor® Growth Opps Fd,Voya Large Cap Growth Port,955.1665909532724
1727,Fidelity Advisor® Growth Opps Fd,Wedgewood Fund,1083.9498106242424
1728,Fidelity® Capital Appreciation Fund,Fidelity® Focused Stock Fund,829.1089186689526
1729,Fidelity® Capital Appreciation Fund,Fidelity® Growth Discovery Fund,415.56988694926605
1730,Fidelity® Capital Appreciation Fund,Fidelity® Large Cap Growth Enh Idx Fd,164.34848250586535
1731,Fidelity® Capital Appreciation Fund,Fidelity® Trend Fund,528.3404110906358
1732,Fidelity® Capital Appreciation Fund,GuideStone Funds Growth Equity Fund,523.3954976978182
1733,Fidelity® Capital Appreciation Fund,Hartford Growth Opportunities Fund,1010.6178497903848
1734,Fidelity® Capital Appreciation Fund,Invesco Capital Appreciation Fd,586.3788931249336
1735,Fidelity® Capital Appreciation Fund,Invesco Summit Fund,500.1840565758325
1736,Fidelity® Capital Appreciation Fund,JHFunds2 Capital Appreciation Fund,661.9115062988425
1737,Fidelity® Capital Appreciation Fund,JHancock Blue Chip Growth Fund,611.2766133270402
1738,Fidelity® Capital Appreciation Fund,JHancock US Global Leaders Growth Fund,665.504560896736
1739,Fidelity® Capital Appreciation Fund,JNL/BlackRock Large Cap Select Growth Fd,378.2553280059048
1740,Fidelity® Capital Appreciation Fund,JNL/T. Rowe Price Established Growth Fd,335.7640231345703
1741,Fidelity® Capital Appreciation Fund,Jackson Square Large Cap Growth Fd,826.5912850952084
1742,Fidelity® Capital Appreciation Fund,Janus Henderson Forty Fund,441.6554494125803
1743,Fidelity® Capital Appreciation Fund,Janus Henderson Research Fund,323.4526957094931
1744,Fidelity® Capital Appreciation Fund,John Hancock Funds III U.S. Growth Fd,403.8859104160138
1745,Fidelity® Capital Appreciation Fund,Loomis Sayles Growth Fund,374.69979607127925
1746,Fidelity® Capital Appreciation Fund,Lord Abbett Growth Leaders Fund,644.6827619917538
1747,Fidelity® Capital Appreciation Fund,MFS Massachusetts Investors Gr Stk Fund,485.1214000970381
1748,Fidelity® Capital Appreciation Fund,MainStay WMC Growth Fd,308.36802208107036
1749,Fidelity® Capital Appreciation Fund,Morgan Stanley Insight Fund,878.1534569104475
1750,Fidelity® Capital Appreciation Fund,Neuberger Berman Large Cap Growth Fund,439.6460408275195
1751,Fidelity® Capital Appreciation Fund,Nuveen Winslow Large-Cap Growth ESG Fund,256.5455987991404
1752,Fidelity® Capital Appreciation Fund,Optimum Large Cap Growth Fund,324.5105641413968
1753,Fidelity® Capital Appreciation Fund,PACE Large Co Growth Equity Invmt,541.027528130901
1754,Fidelity® Capital Appreciation Fund,PGIM Jennison Blend Fund,279.0543258821264
1755,Fidelity® Capital Appreciation Fund,PGIM Jennison Growth Fund,683.7877389830736
1756,Fidelity® Capital Appreciation Fund,Pioneer Disciplined Growth Fund,231.35677589616034
1757,Fidelity® Capital Appreciation Fund,Pioneer Fundamental Growth Fund,725.1561227146584
1758,Fidelity® Capital Appreciation Fund,Polen Growth Fund,311.2438473971319
1759,Fidelity® Capital Appreciation Fund,PrimeCap Odyssey Growth Fund,655.408199689627
1760,Fidelity® Capital Appreciation Fund,Principal LargeCap Growth Fund I,119.01699573819486
1761,Fidelity® Capital Appreciation Fund,Putnam Large Cap Growth Fund,212.12072149059614
1762,Fidelity® Capital Appreciation Fund,Putnam Sustainable Leaders Fund,611.9866593955859
1763,Fidelity® Capital Appreciation Fund,SEI Large Cap Growth (SIMT) Fund,547.9309392588128
1764,Fidelity® Capital Appreciation Fund,Schwab Select Large Cap Growth Fund,544.3534161182331
1765,Fidelity® Capital Appreciation Fund,T. Rowe Price Instl Large Cap Core Gr Fd,548.2441635786313
1766,Fidelity® Capital Appreciation Fund,TCW Select Equities Fund,587.0324108241518
1767,Fidelity® Capital Appreciation Fund,TIAA-CREF Large-Cap Growth Fund,741.7099427981376
1768,Fidelity® Capital Appreciation Fund,Thrivent Large Cap Growth Fund,118.32116418151432
1769,Fidelity® Capital Appreciation Fund,Transamerica Capital Growth Fund,837.6133964433619
1770,Fidelity® Capital Appreciation Fund,Transamerica US Growth,619.9358976512076
1771,Fidelity® Capital Appreciation Fund,VALIC Company I Growth Fund,263.19573730710243
1772,Fidelity® Capital Appreciation Fund,VY® T. Rowe Price Growth Equity Port,529.6844221381186
1773,Fidelity® Capital Appreciation Fund,Vanguard US Growth Portfolio,434.8652757118991
1774,Fidelity® Capital Appreciation Fund,Victory Aggressive Growth,490.1040999458822
1775,Fidelity® Capital Appreciation Fund,Victory Growth,638.513305838839
1776,Fidelity® Capital Appreciation Fund,Voya Large Cap Growth Port,639.6082961018759
1777,Fidelity® Capital Appreciation Fund,Wedgewood Fund,629.5973351738897
1778,Fidelity® Focused Stock Fund,Fidelity® Growth Discovery Fund,601.6285249825779
1779,Fidelity® Focused Stock Fund,Fidelity® Large Cap Growth Enh Idx Fd,819.3476894528949
1780,Fidelity® Focused Stock Fund,Fidelity® Trend Fund,604.6278847219257
1781,Fidelity® Focused Stock Fund,GuideStone Funds Growth Equity Fund,723.3703778780665
1782,Fidelity® Focused Stock Fund,Hartford Growth Opportunities Fund,991.3460341375702
1783,Fidelity® Focused Stock Fund,Invesco Capital Appreciation Fd,802.695345589531
1784,Fidelity® Focused Stock Fund,Invesco Summit Fund,694.2049374723018
1785,Fidelity® Focused Stock Fund,JHFunds2 Capital Appreciation Fund,762.0814110857417
1786,Fidelity® Focused Stock Fund,JHancock Blue Chip Growth Fund,733.3874601612428
1787,Fidelity® Focused Stock Fund,JHancock US Global Leaders Growth Fund,619.752679424082
1788,Fidelity® Focused Stock Fund,JNL/BlackRock Large Cap Select Growth Fd,712.7016795384513
1789,Fidelity® Focused Stock Fund,JNL/T. Rowe Price Established Growth Fd,759.0785784626163
1790,Fidelity® Focused Stock Fund,Jackson Square Large Cap Growth Fd,721.5483703775919
1791,Fidelity® Focused Stock Fund,Janus Henderson Forty Fund,860.9183769877192
1792,Fidelity® Focused Stock Fund,Janus Henderson Research Fund,740.7455689716646
1793,Fidelity® Focused Stock Fund,John Hancock Funds III U.S. Growth Fd,725.2547875035599
1794,Fidelity® Focused Stock Fund,Loomis Sayles Growth Fund,815.5616160954447
1795,Fidelity® Focused Stock Fund,Lord Abbett Growth Leaders Fund,819.5351943154316
1796,Fidelity® Focused Stock Fund,MFS Massachusetts Investors Gr Stk Fund,693.9987412438529
1797,Fidelity® Focused Stock Fund,MainStay WMC Growth Fd,778.8257363947914
1798,Fidelity® Focused Stock Fund,Morgan Stanley Insight Fund,1489.2439511233006
1799,Fidelity® Focused Stock Fund,Neuberger Berman Large Cap Growth Fund,848.520892792163
1800,Fidelity® Focused Stock Fund,Nuveen Winslow Large-Cap Growth ESG Fund,828.3825428280431
1801,Fidelity® Focused Stock Fund,Optimum Large Cap Growth Fund,800.1808347194068
1802,Fidelity® Focused Stock Fund,PACE Large Co Growth Equity Invmt,737.1143279675252
1803,Fidelity® Focused Stock Fund,PGIM Jennison Blend Fund,895.7924249754931
1804,Fidelity® Focused Stock Fund,PGIM Jennison Growth Fund,760.2802922180724
1805,Fidelity® Focused Stock Fund,Pioneer Disciplined Growth Fund,719.2875108656907
1806,Fidelity® Focused Stock Fund,Pioneer Fundamental Growth Fund,723.4466272380123
1807,Fidelity® Focused Stock Fund,Polen Growth Fund,826.9825975107925
1808,Fidelity® Focused Stock Fund,PrimeCap Odyssey Growth Fund,769.8054719634983
1809,Fidelity® Focused Stock Fund,Principal LargeCap Growth Fund I,849.5138504112102
1810,Fidelity® Focused Stock Fund,Putnam Large Cap Growth Fund,699.6773826080702
1811,Fidelity® Focused Stock Fund,Putnam Sustainable Leaders Fund,711.2584498971391
1812,Fidelity® Focused Stock Fund,SEI Large Cap Growth (SIMT) Fund,727.7862109276764
1813,Fidelity® Focused Stock Fund,Schwab Select Large Cap Growth Fund,615.0266154633177
1814,Fidelity® Focused Stock Fund,T. Rowe Price Instl Large Cap Core Gr Fd,685.6746213227972
1815,Fidelity® Focused Stock Fund,TCW Select Equities Fund,706.6879290189304
1816,Fidelity® Focused Stock Fund,TIAA-CREF Large-Cap Growth Fund,851.110032652051
1817,Fidelity® Focused Stock Fund,Thrivent Large Cap Growth Fund,865.5372991847559
1818,Fidelity® Focused Stock Fund,Transamerica Capital Growth Fund,1413.8945579449278
1819,Fidelity® Focused Stock Fund,Transamerica US Growth,618.1114562923424
1820,Fidelity® Focused Stock Fund,VALIC Company I Growth Fund,761.9568363323586
1821,Fidelity® Focused Stock Fund,VY® T. Rowe Price Growth Equity Port,690.1860755603956
1822,Fidelity® Focused Stock Fund,Vanguard US Growth Portfolio,888.6791803776679
1823,Fidelity® Focused Stock Fund,Victory Aggressive Growth,818.2273223122651
1824,Fidelity® Focused Stock Fund,Victory Growth,655.1375665926429
1825,Fidelity® Focused Stock Fund,Voya Large Cap Growth Port,874.029031610464
1826,Fidelity® Focused Stock Fund,Wedgewood Fund,1055.434640349407
1827,Fidelity® Growth Discovery Fund,Fidelity® Large Cap Growth Enh Idx Fd,394.8151671231735
1828,Fidelity® Growth Discovery Fund,Fidelity® Trend Fund,363.39086176330886
1829,Fidelity® Growth Discovery Fund,GuideStone Funds Growth Equity Fund,468.9454334358493
1830,Fidelity® Growth Discovery Fund,Hartford Growth Opportunities Fund,902.7584509755603
1831,Fidelity® Growth Discovery Fund,Invesco Capital Appreciation Fd,683.1602393185392
1832,Fidelity® Growth Discovery Fund,Invesco Summit Fund,503.83194616123467
1833,Fidelity® Growth Discovery Fund,JHFunds2 Capital Appreciation Fund,541.4022134290594
1834,Fidelity® Growth Discovery Fund,JHancock Blue Chip Growth Fund,534.6951038022444
1835,Fidelity® Growth Discovery Fund,JHancock US Global Leaders Growth Fund,497.40235424073205
1836,Fidelity® Growth Discovery Fund,JNL/BlackRock Large Cap Select Growth Fd,405.9670024618721
1837,Fidelity® Growth Discovery Fund,JNL/T. Rowe Price Established Growth Fd,470.78576655858376
1838,Fidelity® Growth Discovery Fund,Jackson Square Large Cap Growth Fd,703.3206255095193
1839,Fidelity® Growth Discovery Fund,Janus Henderson Forty Fund,483.1467321849786
1840,Fidelity® Growth Discovery Fund,Janus Henderson Research Fund,490.3375445034415
1841,Fidelity® Growth Discovery Fund,John Hancock Funds III U.S. Growth Fd,451.9941160393722
1842,Fidelity® Growth Discovery Fund,Loomis Sayles Growth Fund,518.8809476946352
1843,Fidelity® Growth Discovery Fund,Lord Abbett Growth Leaders Fund,558.0226296291147
1844,Fidelity® Growth Discovery Fund,MFS Massachusetts Investors Gr Stk Fund,610.165371630966
1845,Fidelity® Growth Discovery Fund,MainStay WMC Growth Fd,602.5914664388009
1846,Fidelity® Growth Discovery Fund,Morgan Stanley Insight Fund,1103.9168228264691
1847,Fidelity® Growth Discovery Fund,Neuberger Berman Large Cap Growth Fund,509.1736477483726
1848,Fidelity® Growth Discovery Fund,Nuveen Winslow Large-Cap Growth ESG Fund,457.82594515138766
1849,Fidelity® Growth Discovery Fund,Optimum Large Cap Growth Fund,404.37349799440494
1850,Fidelity® Growth Discovery Fund,PACE Large Co Growth Equity Invmt,529.5161158311857
1851,Fidelity® Growth Discovery Fund,PGIM Jennison Blend Fund,444.0463718707536
1852,Fidelity® Growth Discovery Fund,PGIM Jennison Growth Fund,564.974585731586
1853,Fidelity® Growth Discovery Fund,Pioneer Disciplined Growth Fund,362.03397635726293
1854,Fidelity® Growth Discovery Fund,Pioneer Fundamental Growth Fund,784.746071612325
1855,Fidelity® Growth Discovery Fund,Polen Growth Fund,468.1464743396203
1856,Fidelity® Growth Discovery Fund,PrimeCap Odyssey Growth Fund,601.7351777975394
1857,Fidelity® Growth Discovery Fund,Principal LargeCap Growth Fund I,426.58971720244256
1858,Fidelity® Growth Discovery Fund,Putnam Large Cap Growth Fund,468.8866591677104
1859,Fidelity® Growth Discovery Fund,Putnam Sustainable Leaders Fund,479.1254562654333
1860,Fidelity® Growth Discovery Fund,SEI Large Cap Growth (SIMT) Fund,545.3393720063308
1861,Fidelity® Growth Discovery Fund,Schwab Select Large Cap Growth Fund,445.22550653353255
1862,Fidelity® Growth Discovery Fund,T. Rowe Price Instl Large Cap Core Gr Fd,544.8332281270295
1863,Fidelity® Growth Discovery Fund,TCW Select Equities Fund,612.9980841664499
1864,Fidelity® Growth Discovery Fund,TIAA-CREF Large-Cap Growth Fund,705.524171075279
1865,Fidelity® Growth Discovery Fund,Thrivent Large Cap Growth Fund,358.7442490282489
1866,Fidelity® Growth Discovery Fund,Transamerica Capital Growth Fund,900.9751534573994
1867,Fidelity® Growth Discovery Fund,Transamerica US Growth,400.94972160649985
1868,Fidelity® Growth Discovery Fund,VALIC Company I Growth Fund,380.6197840747279
1869,Fidelity® Growth Discovery Fund,VY® T. Rowe Price Growth Equity Port,468.2197924009894
1870,Fidelity® Growth Discovery Fund,Vanguard US Growth Portfolio,623.2422358613843
1871,Fidelity® Growth Discovery Fund,Victory Aggressive Growth,526.8186016046341
1872,Fidelity® Growth Discovery Fund,Victory Growth,498.0325122928016
1873,Fidelity® Growth Discovery Fund,Voya Large Cap Growth Port,696.7193457475291
1874,Fidelity® Growth Discovery Fund,Wedgewood Fund,716.9407951748149
1875,Fidelity® Large Cap Growth Enh Idx Fd,Fidelity® Trend Fund,472.72600965418457
1876,Fidelity® Large Cap Growth Enh Idx Fd,GuideStone Funds Growth Equity Fund,501.18869689865716
1877,Fidelity® Large Cap Growth Enh Idx Fd,Hartford Growth Opportunities Fund,897.8058233974848
1878,Fidelity® Large Cap Growth Enh Idx Fd,Invesco Capital Appreciation Fd,545.447817329313
1879,Fidelity® Large Cap Growth Enh Idx Fd,Invesco Summit Fund,484.87261996669736
1880,Fidelity® Large Cap Growth Enh Idx Fd,JHFunds2 Capital Appreciation Fund,670.998976831807
1881,Fidelity® Large Cap Growth Enh Idx Fd,JHancock Blue Chip Growth Fund,750.639187957286
1882,Fidelity® Large Cap Growth Enh Idx Fd,JHancock US Global Leaders Growth Fund,632.0067275121188
1883,Fidelity® Large Cap Growth Enh Idx Fd,JNL/BlackRock Large Cap Select Growth Fd,380.2484578095557
1884,Fidelity® Large Cap Growth Enh Idx Fd,JNL/T. Rowe Price Established Growth Fd,417.09062287452014
1885,Fidelity® Large Cap Growth Enh Idx Fd,Jackson Square Large Cap Growth Fd,801.8023181810617
1886,Fidelity® Large Cap Growth Enh Idx Fd,Janus Henderson Forty Fund,442.4142908167587
1887,Fidelity® Large Cap Growth Enh Idx Fd,Janus Henderson Research Fund,364.4402651103395
1888,Fidelity® Large Cap Growth Enh Idx Fd,John Hancock Funds III U.S. Growth Fd,373.98754999864025
1889,Fidelity® Large Cap Growth Enh Idx Fd,Loomis Sayles Growth Fund,442.8352169289791
1890,Fidelity® Large Cap Growth Enh Idx Fd,Lord Abbett Growth Leaders Fund,676.3254944499406
1891,Fidelity® Large Cap Growth Enh Idx Fd,MFS Massachusetts Investors Gr Stk Fund,468.18027474357774
1892,Fidelity® Large Cap Growth Enh Idx Fd,MainStay WMC Growth Fd,291.1208842431872
1893,Fidelity® Large Cap Growth Enh Idx Fd,Morgan Stanley Insight Fund,1005.6860209376082
1894,Fidelity® Large Cap Growth Enh Idx Fd,Neuberger Berman Large Cap Growth Fund,394.4305083295464
1895,Fidelity® Large Cap Growth Enh Idx Fd,Nuveen Winslow Large-Cap Growth ESG Fund,284.9906058751458
1896,Fidelity® Large Cap Growth Enh Idx Fd,Optimum Large Cap Growth Fund,464.3623699660188
1897,Fidelity® Large Cap Growth Enh Idx Fd,PACE Large Co Growth Equity Invmt,726.7701502433225
1898,Fidelity® Large Cap Growth Enh Idx Fd,PGIM Jennison Blend Fund,259.02494316119464
1899,Fidelity® Large Cap Growth Enh Idx Fd,PGIM Jennison Growth Fund,684.0778711622546
1900,Fidelity® Large Cap Growth Enh Idx Fd,Pioneer Disciplined Growth Fund,235.5384668123298
1901,Fidelity® Large Cap Growth Enh Idx Fd,Pioneer Fundamental Growth Fund,949.4600651677333
1902,Fidelity® Large Cap Growth Enh Idx Fd,Polen Growth Fund,376.891836429569
1903,Fidelity® Large Cap Growth Enh Idx Fd,PrimeCap Odyssey Growth Fund,612.2797458297614
1904,Fidelity® Large Cap Growth Enh Idx Fd,Principal LargeCap Growth Fund I,178.27729139386585
1905,Fidelity® Large Cap Growth Enh Idx Fd,Putnam Large Cap Growth Fund,374.9984717810902
