,Fund1,Fund2,DTW_distance
2384,Janus Henderson Forty Fund,PGIM Jennison Blend Fund,417.55127680692715
2385,Janus Henderson Forty Fund,PGIM Jennison Growth Fund,665.097296268748
2386,Janus Henderson Forty Fund,Pioneer Disciplined Growth Fund,531.8848797536001
2387,Janus Henderson Forty Fund,Pioneer Fundamental Growth Fund,1119.4470656276633
2388,Janus Henderson Forty Fund,Polen Growth Fund,626.2020383633344
2389,Janus Henderson Forty Fund,PrimeCap Odyssey Growth Fund,634.6663608965739
2390,Janus Henderson Forty Fund,Principal LargeCap Growth Fund I,429.24887229648533
2391,Janus Henderson Forty Fund,Putnam Large Cap Growth Fund,589.5820310142358
2392,Janus Henderson Forty Fund,Putnam Sustainable Leaders Fund,636.1882628322695
2393,Janus Henderson Forty Fund,SEI Large Cap Growth (SIMT) Fund,634.3624811928303
2394,Janus Henderson Forty Fund,Schwab Select Large Cap Growth Fund,574.9740245909745
2395,Janus Henderson Forty Fund,T. Rowe Price Instl Large Cap Core Gr Fd,603.0090557722889
2396,Janus Henderson Forty Fund,TCW Select Equities Fund,547.6262571080194
2397,Janus Henderson Forty Fund,TIAA-CREF Large-Cap Growth Fund,679.320247771006
2398,Janus Henderson Forty Fund,Thrivent Large Cap Growth Fund,440.02426977536214
2399,Janus Henderson Forty Fund,Transamerica Capital Growth Fund,857.054316738857
2400,Janus Henderson Forty Fund,Transamerica US Growth,584.5132373237604
2401,Janus Henderson Forty Fund,VALIC Company I Growth Fund,401.62777736825393
2402,Janus Henderson Forty Fund,VY® T. Rowe Price Growth Equity Port,552.3678746500595
2403,Janus Henderson Forty Fund,Vanguard US Growth Portfolio,553.6310706288151
2404,Janus Henderson Forty Fund,Victory Aggressive Growth,549.4728178594229
2405,Janus Henderson Forty Fund,Victory Growth,766.9094453011148
2406,Janus Henderson Forty Fund,Voya Large Cap Growth Port,825.751532081022
2407,Janus Henderson Forty Fund,Wedgewood Fund,820.9399919831486
2408,Janus Henderson Research Fund,John Hancock Funds III U.S. Growth Fd,398.4398011617251
2409,Janus Henderson Research Fund,Loomis Sayles Growth Fund,382.05031313441646
2410,Janus Henderson Research Fund,Lord Abbett Growth Leaders Fund,778.8372226962658
2411,Janus Henderson Research Fund,MFS Massachusetts Investors Gr Stk Fund,396.24701294631404
2412,Janus Henderson Research Fund,MainStay WMC Growth Fd,415.5185111674475
2413,Janus Henderson Research Fund,Morgan Stanley Insight Fund,1077.542194817573
2414,Janus Henderson Research Fund,Neuberger Berman Large Cap Growth Fund,516.6933920523655
2415,Janus Henderson Research Fund,Nuveen Winslow Large-Cap Growth ESG Fund,329.92197352141295
2416,Janus Henderson Research Fund,Optimum Large Cap Growth Fund,436.93326587615536
2417,Janus Henderson Research Fund,PACE Large Co Growth Equity Invmt,459.6343073950516
2418,Janus Henderson Research Fund,PGIM Jennison Blend Fund,363.90725702860067
2419,Janus Henderson Research Fund,PGIM Jennison Growth Fund,681.41045592023
2420,Janus Henderson Research Fund,Pioneer Disciplined Growth Fund,344.2908905736609
2421,Janus Henderson Research Fund,Pioneer Fundamental Growth Fund,775.6942873255531
2422,Janus Henderson Research Fund,Polen Growth Fund,540.9718828301496
2423,Janus Henderson Research Fund,PrimeCap Odyssey Growth Fund,579.803330278288
2424,Janus Henderson Research Fund,Principal LargeCap Growth Fund I,309.79033056572825
2425,Janus Henderson Research Fund,Putnam Large Cap Growth Fund,288.9334189955527
2426,Janus Henderson Research Fund,Putnam Sustainable Leaders Fund,510.59415117969417
2427,Janus Henderson Research Fund,SEI Large Cap Growth (SIMT) Fund,476.1892322199847
2428,Janus Henderson Research Fund,Schwab Select Large Cap Growth Fund,553.8973361709392
2429,Janus Henderson Research Fund,T. Rowe Price Instl Large Cap Core Gr Fd,567.4985238718832
2430,Janus Henderson Research Fund,TCW Select Equities Fund,538.0067675286659
2431,Janus Henderson Research Fund,TIAA-CREF Large-Cap Growth Fund,768.2569680242473
2432,Janus Henderson Research Fund,Thrivent Large Cap Growth Fund,367.3862800193563
2433,Janus Henderson Research Fund,Transamerica Capital Growth Fund,964.5167941081124
2434,Janus Henderson Research Fund,Transamerica US Growth,600.5225522591876
2435,Janus Henderson Research Fund,VALIC Company I Growth Fund,331.8847911600325
2436,Janus Henderson Research Fund,VY® T. Rowe Price Growth Equity Port,485.6352886102437
2437,Janus Henderson Research Fund,Vanguard US Growth Portfolio,439.8424664698055
2438,Janus Henderson Research Fund,Victory Aggressive Growth,464.3347303197843
2439,Janus Henderson Research Fund,Victory Growth,470.4994142654774
2440,Janus Henderson Research Fund,Voya Large Cap Growth Port,619.290863960153
2441,Janus Henderson Research Fund,Wedgewood Fund,658.2197677467792
2442,John Hancock Funds III U.S. Growth Fd,Loomis Sayles Growth Fund,664.9093294888823
2443,John Hancock Funds III U.S. Growth Fd,Lord Abbett Growth Leaders Fund,744.0323084576296
2444,John Hancock Funds III U.S. Growth Fd,MFS Massachusetts Investors Gr Stk Fund,650.2862073657359
2445,John Hancock Funds III U.S. Growth Fd,MainStay WMC Growth Fd,535.8903703241112
2446,John Hancock Funds III U.S. Growth Fd,Morgan Stanley Insight Fund,1289.3188326465986
2447,John Hancock Funds III U.S. Growth Fd,Neuberger Berman Large Cap Growth Fund,438.137084329776
2448,John Hancock Funds III U.S. Growth Fd,Nuveen Winslow Large-Cap Growth ESG Fund,408.1283928585727
2449,John Hancock Funds III U.S. Growth Fd,Optimum Large Cap Growth Fund,501.6050438850941
2450,John Hancock Funds III U.S. Growth Fd,PACE Large Co Growth Equity Invmt,361.79564952979183
2451,John Hancock Funds III U.S. Growth Fd,PGIM Jennison Blend Fund,402.54196845807814
2452,John Hancock Funds III U.S. Growth Fd,PGIM Jennison Growth Fund,894.3369562928443
2453,John Hancock Funds III U.S. Growth Fd,Pioneer Disciplined Growth Fund,279.8671437000228
2454,John Hancock Funds III U.S. Growth Fd,Pioneer Fundamental Growth Fund,778.8115372615878
2455,John Hancock Funds III U.S. Growth Fd,Polen Growth Fund,578.7482599195599
2456,John Hancock Funds III U.S. Growth Fd,PrimeCap Odyssey Growth Fund,888.1952849849758
2457,John Hancock Funds III U.S. Growth Fd,Principal LargeCap Growth Fund I,486.89156221931484
2458,John Hancock Funds III U.S. Growth Fd,Putnam Large Cap Growth Fund,466.57942941622116
2459,John Hancock Funds III U.S. Growth Fd,Putnam Sustainable Leaders Fund,491.5992095691211
2460,John Hancock Funds III U.S. Growth Fd,SEI Large Cap Growth (SIMT) Fund,442.7201598155635
2461,John Hancock Funds III U.S. Growth Fd,Schwab Select Large Cap Growth Fund,563.2802287878941
2462,John Hancock Funds III U.S. Growth Fd,T. Rowe Price Instl Large Cap Core Gr Fd,583.282915491117
2463,John Hancock Funds III U.S. Growth Fd,TCW Select Equities Fund,663.9795094850878
2464,John Hancock Funds III U.S. Growth Fd,TIAA-CREF Large-Cap Growth Fund,697.2833567993064
2465,John Hancock Funds III U.S. Growth Fd,Thrivent Large Cap Growth Fund,386.0344043202232
2466,John Hancock Funds III U.S. Growth Fd,Transamerica Capital Growth Fund,1132.8930854030132
2467,John Hancock Funds III U.S. Growth Fd,Transamerica US Growth,515.4270750549812
2468,John Hancock Funds III U.S. Growth Fd,VALIC Company I Growth Fund,323.3252900363525
2469,John Hancock Funds III U.S. Growth Fd,VY® T. Rowe Price Growth Equity Port,595.284699514937
2470,John Hancock Funds III U.S. Growth Fd,Vanguard US Growth Portfolio,603.3247658610205
2471,John Hancock Funds III U.S. Growth Fd,Victory Aggressive Growth,435.2601770683885
2472,John Hancock Funds III U.S. Growth Fd,Victory Growth,588.9790150494736
2473,John Hancock Funds III U.S. Growth Fd,Voya Large Cap Growth Port,698.9675884889664
2474,John Hancock Funds III U.S. Growth Fd,Wedgewood Fund,541.9126598126899
2475,Loomis Sayles Growth Fund,Lord Abbett Growth Leaders Fund,520.9243636365726
2476,Loomis Sayles Growth Fund,MFS Massachusetts Investors Gr Stk Fund,478.4107330465692
2477,Loomis Sayles Growth Fund,MainStay WMC Growth Fd,558.5075041770798
2478,Loomis Sayles Growth Fund,Morgan Stanley Insight Fund,816.9018713350272
2479,Loomis Sayles Growth Fund,Neuberger Berman Large Cap Growth Fund,626.0816524904426
2480,Loomis Sayles Growth Fund,Nuveen Winslow Large-Cap Growth ESG Fund,490.59479588602085
2481,Loomis Sayles Growth Fund,Optimum Large Cap Growth Fund,569.2454787564527
2482,Loomis Sayles Growth Fund,PACE Large Co Growth Equity Invmt,754.4762632134701
2483,Loomis Sayles Growth Fund,PGIM Jennison Blend Fund,528.5724330903836
2484,Loomis Sayles Growth Fund,PGIM Jennison Growth Fund,652.6391214083724
2485,Loomis Sayles Growth Fund,Pioneer Disciplined Growth Fund,552.073383691537
2486,Loomis Sayles Growth Fund,Pioneer Fundamental Growth Fund,939.1435662571367
2487,Loomis Sayles Growth Fund,Polen Growth Fund,397.4955530965478
2488,Loomis Sayles Growth Fund,PrimeCap Odyssey Growth Fund,486.1594412501376
2489,Loomis Sayles Growth Fund,Principal LargeCap Growth Fund I,306.9541556720935
2490,Loomis Sayles Growth Fund,Putnam Large Cap Growth Fund,350.5401490267063
2491,Loomis Sayles Growth Fund,Putnam Sustainable Leaders Fund,691.8247788651867
2492,Loomis Sayles Growth Fund,SEI Large Cap Growth (SIMT) Fund,792.8666912012798
2493,Loomis Sayles Growth Fund,Schwab Select Large Cap Growth Fund,562.5460538164346
2494,Loomis Sayles Growth Fund,T. Rowe Price Instl Large Cap Core Gr Fd,559.7036585651857
2495,Loomis Sayles Growth Fund,TCW Select Equities Fund,666.9896911708776
2496,Loomis Sayles Growth Fund,TIAA-CREF Large-Cap Growth Fund,772.033471370052
2497,Loomis Sayles Growth Fund,Thrivent Large Cap Growth Fund,370.74058421957983
2498,Loomis Sayles Growth Fund,Transamerica Capital Growth Fund,734.4246369954573
2499,Loomis Sayles Growth Fund,Transamerica US Growth,623.6152121578683
2500,Loomis Sayles Growth Fund,VALIC Company I Growth Fund,518.214497860777
2501,Loomis Sayles Growth Fund,VY® T. Rowe Price Growth Equity Port,560.2985929533196
2502,Loomis Sayles Growth Fund,Vanguard US Growth Portfolio,483.546275070158
2503,Loomis Sayles Growth Fund,Victory Aggressive Growth,768.3422299178812
2504,Loomis Sayles Growth Fund,Victory Growth,701.005811227481
2505,Loomis Sayles Growth Fund,Voya Large Cap Growth Port,808.4114233193086
2506,Loomis Sayles Growth Fund,Wedgewood Fund,765.8673674709796
2507,Lord Abbett Growth Leaders Fund,MFS Massachusetts Investors Gr Stk Fund,836.2497823442205
2508,Lord Abbett Growth Leaders Fund,MainStay WMC Growth Fd,839.6235006021129
2509,Lord Abbett Growth Leaders Fund,Morgan Stanley Insight Fund,972.5504992919399
2510,Lord Abbett Growth Leaders Fund,Neuberger Berman Large Cap Growth Fund,836.1264446388263
2511,Lord Abbett Growth Leaders Fund,Nuveen Winslow Large-Cap Growth ESG Fund,728.8506052341179
2512,Lord Abbett Growth Leaders Fund,Optimum Large Cap Growth Fund,665.8102023048376
2513,Lord Abbett Growth Leaders Fund,PACE Large Co Growth Equity Invmt,888.7982482167474
2514,Lord Abbett Growth Leaders Fund,PGIM Jennison Blend Fund,781.073878903803
2515,Lord Abbett Growth Leaders Fund,PGIM Jennison Growth Fund,620.9239370674668
2516,Lord Abbett Growth Leaders Fund,Pioneer Disciplined Growth Fund,778.8072610943517
2517,Lord Abbett Growth Leaders Fund,Pioneer Fundamental Growth Fund,992.1402692236794
2518,Lord Abbett Growth Leaders Fund,Polen Growth Fund,659.4904740362742
2519,Lord Abbett Growth Leaders Fund,PrimeCap Odyssey Growth Fund,581.5774437402164
2520,Lord Abbett Growth Leaders Fund,Principal LargeCap Growth Fund I,659.787185220869
2521,Lord Abbett Growth Leaders Fund,Putnam Large Cap Growth Fund,665.2380264866382
2522,Lord Abbett Growth Leaders Fund,Putnam Sustainable Leaders Fund,796.8954401225076
2523,Lord Abbett Growth Leaders Fund,SEI Large Cap Growth (SIMT) Fund,869.5416460141795
2524,Lord Abbett Growth Leaders Fund,Schwab Select Large Cap Growth Fund,559.8231406441146
2525,Lord Abbett Growth Leaders Fund,T. Rowe Price Instl Large Cap Core Gr Fd,538.1137846866325
2526,Lord Abbett Growth Leaders Fund,TCW Select Equities Fund,708.5647538323449
2527,Lord Abbett Growth Leaders Fund,TIAA-CREF Large-Cap Growth Fund,888.0338497694627
2528,Lord Abbett Growth Leaders Fund,Thrivent Large Cap Growth Fund,653.9366557385431
2529,Lord Abbett Growth Leaders Fund,Transamerica Capital Growth Fund,812.8449071606324
2530,Lord Abbett Growth Leaders Fund,Transamerica US Growth,725.7938953006973
2531,Lord Abbett Growth Leaders Fund,VALIC Company I Growth Fund,706.9175046214781
2532,Lord Abbett Growth Leaders Fund,VY® T. Rowe Price Growth Equity Port,622.4649197932526
2533,Lord Abbett Growth Leaders Fund,Vanguard US Growth Portfolio,795.6291151387938
2534,Lord Abbett Growth Leaders Fund,Victory Aggressive Growth,810.1878626904571
2535,Lord Abbett Growth Leaders Fund,Victory Growth,785.5236261572718
2536,Lord Abbett Growth Leaders Fund,Voya Large Cap Growth Port,857.0902944565731
2537,Lord Abbett Growth Leaders Fund,Wedgewood Fund,1040.8560348630872
2538,MFS Massachusetts Investors Gr Stk Fund,MainStay WMC Growth Fd,492.4693883170497
2539,MFS Massachusetts Investors Gr Stk Fund,Morgan Stanley Insight Fund,1179.6910373493317
2540,MFS Massachusetts Investors Gr Stk Fund,Neuberger Berman Large Cap Growth Fund,554.8640986395147
2541,MFS Massachusetts Investors Gr Stk Fund,Nuveen Winslow Large-Cap Growth ESG Fund,426.1421779481564
2542,MFS Massachusetts Investors Gr Stk Fund,Optimum Large Cap Growth Fund,740.8900307703326
2543,MFS Massachusetts Investors Gr Stk Fund,PACE Large Co Growth Equity Invmt,639.1817450636881
2544,MFS Massachusetts Investors Gr Stk Fund,PGIM Jennison Blend Fund,488.66206056492194
2545,MFS Massachusetts Investors Gr Stk Fund,PGIM Jennison Growth Fund,870.5286949424865
2546,MFS Massachusetts Investors Gr Stk Fund,Pioneer Disciplined Growth Fund,593.0311630719643
2547,MFS Massachusetts Investors Gr Stk Fund,Pioneer Fundamental Growth Fund,687.5919534651938
2548,MFS Massachusetts Investors Gr Stk Fund,Polen Growth Fund,649.4786685107243
2549,MFS Massachusetts Investors Gr Stk Fund,PrimeCap Odyssey Growth Fund,553.2878567733403
2550,MFS Massachusetts Investors Gr Stk Fund,Principal LargeCap Growth Fund I,389.4399368650389
2551,MFS Massachusetts Investors Gr Stk Fund,Putnam Large Cap Growth Fund,480.97562147005925
2552,MFS Massachusetts Investors Gr Stk Fund,Putnam Sustainable Leaders Fund,661.874242597564
2553,MFS Massachusetts Investors Gr Stk Fund,SEI Large Cap Growth (SIMT) Fund,604.8445363571518
2554,MFS Massachusetts Investors Gr Stk Fund,Schwab Select Large Cap Growth Fund,712.9036605021311
2555,MFS Massachusetts Investors Gr Stk Fund,T. Rowe Price Instl Large Cap Core Gr Fd,672.3659290424798
2556,MFS Massachusetts Investors Gr Stk Fund,TCW Select Equities Fund,606.1210348218759
2557,MFS Massachusetts Investors Gr Stk Fund,TIAA-CREF Large-Cap Growth Fund,621.5661377528452
2558,MFS Massachusetts Investors Gr Stk Fund,Thrivent Large Cap Growth Fund,578.912742903879
2559,MFS Massachusetts Investors Gr Stk Fund,Transamerica Capital Growth Fund,1115.6010339279433
2560,MFS Massachusetts Investors Gr Stk Fund,Transamerica US Growth,663.272159579333
2561,MFS Massachusetts Investors Gr Stk Fund,VALIC Company I Growth Fund,548.7509877557608
2562,MFS Massachusetts Investors Gr Stk Fund,VY® T. Rowe Price Growth Equity Port,704.9938048368605
2563,MFS Massachusetts Investors Gr Stk Fund,Vanguard US Growth Portfolio,380.8445296727807
2564,MFS Massachusetts Investors Gr Stk Fund,Victory Aggressive Growth,688.3562470533975
2565,MFS Massachusetts Investors Gr Stk Fund,Victory Growth,688.2137993716932
2566,MFS Massachusetts Investors Gr Stk Fund,Voya Large Cap Growth Port,591.7536710904161
2567,MFS Massachusetts Investors Gr Stk Fund,Wedgewood Fund,637.351795121106
2568,MainStay WMC Growth Fd,Morgan Stanley Insight Fund,1068.7166023804648
2569,MainStay WMC Growth Fd,Neuberger Berman Large Cap Growth Fund,554.3197733055231
2570,MainStay WMC Growth Fd,Nuveen Winslow Large-Cap Growth ESG Fund,297.39589468891154
2571,MainStay WMC Growth Fd,Optimum Large Cap Growth Fund,480.7336981985614
2572,MainStay WMC Growth Fd,PACE Large Co Growth Equity Invmt,804.3566284017838
2573,MainStay WMC Growth Fd,PGIM Jennison Blend Fund,141.41718702549082
2574,MainStay WMC Growth Fd,PGIM Jennison Growth Fund,878.2106305083962
2575,MainStay WMC Growth Fd,Pioneer Disciplined Growth Fund,372.93289550614435
2576,MainStay WMC Growth Fd,Pioneer Fundamental Growth Fund,1043.4020085603047
2577,MainStay WMC Growth Fd,Polen Growth Fund,582.146016464111
2578,MainStay WMC Growth Fd,PrimeCap Odyssey Growth Fund,774.2081609716106
2579,MainStay WMC Growth Fd,Principal LargeCap Growth Fund I,290.67293171602563
2580,MainStay WMC Growth Fd,Putnam Large Cap Growth Fund,522.3817914485273
2581,MainStay WMC Growth Fd,Putnam Sustainable Leaders Fund,619.896633755166
2582,MainStay WMC Growth Fd,SEI Large Cap Growth (SIMT) Fund,763.3391100324229
2583,MainStay WMC Growth Fd,Schwab Select Large Cap Growth Fund,749.7595380667537
2584,MainStay WMC Growth Fd,T. Rowe Price Instl Large Cap Core Gr Fd,690.9032354998116
2585,MainStay WMC Growth Fd,TCW Select Equities Fund,526.3209875124099
2586,MainStay WMC Growth Fd,TIAA-CREF Large-Cap Growth Fund,760.1104870794652
2587,MainStay WMC Growth Fd,Thrivent Large Cap Growth Fund,269.4514219785834
2588,MainStay WMC Growth Fd,Transamerica Capital Growth Fund,1078.8229970644788
2589,MainStay WMC Growth Fd,Transamerica US Growth,658.658343118242
2590,MainStay WMC Growth Fd,VALIC Company I Growth Fund,332.2113554080244
2591,MainStay WMC Growth Fd,VY® T. Rowe Price Growth Equity Port,692.9609877365385
2592,MainStay WMC Growth Fd,Vanguard US Growth Portfolio,485.8821653582955
2593,MainStay WMC Growth Fd,Victory Aggressive Growth,621.8711634076079
2594,MainStay WMC Growth Fd,Victory Growth,643.1546328954383
2595,MainStay WMC Growth Fd,Voya Large Cap Growth Port,913.4101628455893
2596,MainStay WMC Growth Fd,Wedgewood Fund,345.32190083399337
2597,Morgan Stanley Insight Fund,Neuberger Berman Large Cap Growth Fund,1190.295869491932
2598,Morgan Stanley Insight Fund,Nuveen Winslow Large-Cap Growth ESG Fund,1107.314299814057
2599,Morgan Stanley Insight Fund,Optimum Large Cap Growth Fund,1378.541117694297
2600,Morgan Stanley Insight Fund,PACE Large Co Growth Equity Invmt,1573.435815656774
2601,Morgan Stanley Insight Fund,PGIM Jennison Blend Fund,1029.0258602160382
2602,Morgan Stanley Insight Fund,PGIM Jennison Growth Fund,1294.8087028592108
2603,Morgan Stanley Insight Fund,Pioneer Disciplined Growth Fund,1113.494747005186
2604,Morgan Stanley Insight Fund,Pioneer Fundamental Growth Fund,1499.2398806920655
2605,Morgan Stanley Insight Fund,Polen Growth Fund,793.044955667018
2606,Morgan Stanley Insight Fund,PrimeCap Odyssey Growth Fund,1043.204810321893
2607,Morgan Stanley Insight Fund,Principal LargeCap Growth Fund I,853.3394728873707
2608,Morgan Stanley Insight Fund,Putnam Large Cap Growth Fund,963.2124606034462
2609,Morgan Stanley Insight Fund,Putnam Sustainable Leaders Fund,1397.106106380416
2610,Morgan Stanley Insight Fund,SEI Large Cap Growth (SIMT) Fund,1443.1624768078755
2611,Morgan Stanley Insight Fund,Schwab Select Large Cap Growth Fund,1136.773732279835
2612,Morgan Stanley Insight Fund,T. Rowe Price Instl Large Cap Core Gr Fd,1077.0256027214741
2613,Morgan Stanley Insight Fund,TCW Select Equities Fund,1226.7113137948188
2614,Morgan Stanley Insight Fund,TIAA-CREF Large-Cap Growth Fund,1463.049373510937
2615,Morgan Stanley Insight Fund,Thrivent Large Cap Growth Fund,950.0134493306315
2616,Morgan Stanley Insight Fund,Transamerica Capital Growth Fund,361.34469852007015
2617,Morgan Stanley Insight Fund,Transamerica US Growth,1352.7993358716365
2618,Morgan Stanley Insight Fund,VALIC Company I Growth Fund,1131.7040221282575
2619,Morgan Stanley Insight Fund,VY® T. Rowe Price Growth Equity Port,1264.7802692946939
2620,Morgan Stanley Insight Fund,Vanguard US Growth Portfolio,1152.2771856382358
2621,Morgan Stanley Insight Fund,Victory Aggressive Growth,1372.0378425766937
2622,Morgan Stanley Insight Fund,Victory Growth,1419.483541500284
2623,Morgan Stanley Insight Fund,Voya Large Cap Growth Port,1441.2731382977497
2624,Morgan Stanley Insight Fund,Wedgewood Fund,1313.0739555395053
2625,Neuberger Berman Large Cap Growth Fund,Nuveen Winslow Large-Cap Growth ESG Fund,428.7391005842137
2626,Neuberger Berman Large Cap Growth Fund,Optimum Large Cap Growth Fund,605.6023540479575
2627,Neuberger Berman Large Cap Growth Fund,PACE Large Co Growth Equity Invmt,495.0090578191648
2628,Neuberger Berman Large Cap Growth Fund,PGIM Jennison Blend Fund,381.7592112078786
2629,Neuberger Berman Large Cap Growth Fund,PGIM Jennison Growth Fund,957.7907960455865
2630,Neuberger Berman Large Cap Growth Fund,Pioneer Disciplined Growth Fund,217.71497547608453
2631,Neuberger Berman Large Cap Growth Fund,Pioneer Fundamental Growth Fund,931.9523827503937
2632,Neuberger Berman Large Cap Growth Fund,Polen Growth Fund,552.7170729813467
2633,Neuberger Berman Large Cap Growth Fund,PrimeCap Odyssey Growth Fund,834.4898103935311
2634,Neuberger Berman Large Cap Growth Fund,Principal LargeCap Growth Fund I,462.6075191948504
2635,Neuberger Berman Large Cap Growth Fund,Putnam Large Cap Growth Fund,552.9915690103277
2636,Neuberger Berman Large Cap Growth Fund,Putnam Sustainable Leaders Fund,641.3621472263353
2637,Neuberger Berman Large Cap Growth Fund,SEI Large Cap Growth (SIMT) Fund,496.97678446085865
2638,Neuberger Berman Large Cap Growth Fund,Schwab Select Large Cap Growth Fund,783.6575556278893
2639,Neuberger Berman Large Cap Growth Fund,T. Rowe Price Instl Large Cap Core Gr Fd,713.7303002410315
2640,Neuberger Berman Large Cap Growth Fund,TCW Select Equities Fund,599.0818218118071
2641,Neuberger Berman Large Cap Growth Fund,TIAA-CREF Large-Cap Growth Fund,661.0643871926435
2642,Neuberger Berman Large Cap Growth Fund,Thrivent Large Cap Growth Fund,403.52837710172287
2643,Neuberger Berman Large Cap Growth Fund,Transamerica Capital Growth Fund,1099.5627069261898
2644,Neuberger Berman Large Cap Growth Fund,Transamerica US Growth,426.68323311436524
2645,Neuberger Berman Large Cap Growth Fund,VALIC Company I Growth Fund,337.95898814942825
2646,Neuberger Berman Large Cap Growth Fund,VY® T. Rowe Price Growth Equity Port,632.7458817939091
2647,Neuberger Berman Large Cap Growth Fund,Vanguard US Growth Portfolio,608.517619295776
2648,Neuberger Berman Large Cap Growth Fund,Victory Aggressive Growth,444.98592072502504
2649,Neuberger Berman Large Cap Growth Fund,Victory Growth,711.4083420383544
2650,Neuberger Berman Large Cap Growth Fund,Voya Large Cap Growth Port,850.4779080389555
2651,Neuberger Berman Large Cap Growth Fund,Wedgewood Fund,504.05855352297567
2652,Nuveen Winslow Large-Cap Growth ESG Fund,Optimum Large Cap Growth Fund,481.3855082019813
2653,Nuveen Winslow Large-Cap Growth ESG Fund,PACE Large Co Growth Equity Invmt,526.6492679670571
2654,Nuveen Winslow Large-Cap Growth ESG Fund,PGIM Jennison Blend Fund,244.87586874749195
2655,Nuveen Winslow Large-Cap Growth ESG Fund,PGIM Jennison Growth Fund,662.1900266364604
2656,Nuveen Winslow Large-Cap Growth ESG Fund,Pioneer Disciplined Growth Fund,336.34822419169024
2657,Nuveen Winslow Large-Cap Growth ESG Fund,Pioneer Fundamental Growth Fund,832.0220698981514
2658,Nuveen Winslow Large-Cap Growth ESG Fund,Polen Growth Fund,576.4706714472932
2659,Nuveen Winslow Large-Cap Growth ESG Fund,PrimeCap Odyssey Growth Fund,731.2308821249522
2660,Nuveen Winslow Large-Cap Growth ESG Fund,Principal LargeCap Growth Fund I,225.7596120771768
2661,Nuveen Winslow Large-Cap Growth ESG Fund,Putnam Large Cap Growth Fund,379.0678909934312
2662,Nuveen Winslow Large-Cap Growth ESG Fund,Putnam Sustainable Leaders Fund,555.0509954904347
2663,Nuveen Winslow Large-Cap Growth ESG Fund,SEI Large Cap Growth (SIMT) Fund,510.0763368200229
2664,Nuveen Winslow Large-Cap Growth ESG Fund,Schwab Select Large Cap Growth Fund,497.09654157667325
2665,Nuveen Winslow Large-Cap Growth ESG Fund,T. Rowe Price Instl Large Cap Core Gr Fd,575.3167916089225
2666,Nuveen Winslow Large-Cap Growth ESG Fund,TCW Select Equities Fund,421.7969652920155
2667,Nuveen Winslow Large-Cap Growth ESG Fund,TIAA-CREF Large-Cap Growth Fund,617.5650293581607
2668,Nuveen Winslow Large-Cap Growth ESG Fund,Thrivent Large Cap Growth Fund,228.00046975287697
2669,Nuveen Winslow Large-Cap Growth ESG Fund,Transamerica Capital Growth Fund,988.5729832808406
2670,Nuveen Winslow Large-Cap Growth ESG Fund,Transamerica US Growth,483.4415257209528
2671,Nuveen Winslow Large-Cap Growth ESG Fund,VALIC Company I Growth Fund,254.93291880045837
2672,Nuveen Winslow Large-Cap Growth ESG Fund,VY® T. Rowe Price Growth Equity Port,500.4488351160789
2673,Nuveen Winslow Large-Cap Growth ESG Fund,Vanguard US Growth Portfolio,518.4239950780033
2674,Nuveen Winslow Large-Cap Growth ESG Fund,Victory Aggressive Growth,341.03523897616907
2675,Nuveen Winslow Large-Cap Growth ESG Fund,Victory Growth,654.5468800622724
2676,Nuveen Winslow Large-Cap Growth ESG Fund,Voya Large Cap Growth Port,776.5065668690252
2677,Nuveen Winslow Large-Cap Growth ESG Fund,Wedgewood Fund,560.4648198580053
2678,Optimum Large Cap Growth Fund,PACE Large Co Growth Equity Invmt,470.71460037830644
2679,Optimum Large Cap Growth Fund,PGIM Jennison Blend Fund,498.82948052233564
2680,Optimum Large Cap Growth Fund,PGIM Jennison Growth Fund,713.0071250649635
2681,Optimum Large Cap Growth Fund,Pioneer Disciplined Growth Fund,422.36026992729944
2682,Optimum Large Cap Growth Fund,Pioneer Fundamental Growth Fund,737.8481000466343
2683,Optimum Large Cap Growth Fund,Polen Growth Fund,567.4616708823371
2684,Optimum Large Cap Growth Fund,PrimeCap Odyssey Growth Fund,794.3245217227459
2685,Optimum Large Cap Growth Fund,Principal LargeCap Growth Fund I,503.70484893089446
2686,Optimum Large Cap Growth Fund,Putnam Large Cap Growth Fund,391.55038631940863
2687,Optimum Large Cap Growth Fund,Putnam Sustainable Leaders Fund,585.963032972501
2688,Optimum Large Cap Growth Fund,SEI Large Cap Growth (SIMT) Fund,431.35745393620243
2689,Optimum Large Cap Growth Fund,Schwab Select Large Cap Growth Fund,549.8914166869239
2690,Optimum Large Cap Growth Fund,T. Rowe Price Instl Large Cap Core Gr Fd,512.7070595418677
2691,Optimum Large Cap Growth Fund,TCW Select Equities Fund,622.5161218040731
2692,Optimum Large Cap Growth Fund,TIAA-CREF Large-Cap Growth Fund,731.800663244015
2693,Optimum Large Cap Growth Fund,Thrivent Large Cap Growth Fund,407.3547487325427
2694,Optimum Large Cap Growth Fund,Transamerica Capital Growth Fund,1104.455351310574
2695,Optimum Large Cap Growth Fund,Transamerica US Growth,558.8853083361814
2696,Optimum Large Cap Growth Fund,VALIC Company I Growth Fund,480.4626584956611
2697,Optimum Large Cap Growth Fund,VY® T. Rowe Price Growth Equity Port,454.4280378250652
